trg_validate_recept_allergenen	UPDATE	recept_allergenen	BEFORE	EXECUTE FUNCTION validate_recept_allergenen_status()
trg_recalc_allergenen	UPDATE	recept_ingredienten	AFTER	EXECUTE FUNCTION recalculate_recept_allergenen()
trg_recalc_allergenen	DELETE	recept_ingredienten	AFTER	EXECUTE FUNCTION recalculate_recept_allergenen()
trg_recalc_allergenen	INSERT	recept_ingredienten	AFTER	EXECUTE FUNCTION recalculate_recept_allergenen()
trg_validate_recepten	UPDATE	recepten	BEFORE	EXECUTE FUNCTION validate_recepten()
trg_validate_recepten	INSERT	recepten	BEFORE	EXECUTE FUNCTION validate_recepten()
update_recepten_updated_at	UPDATE	recepten	BEFORE	EXECUTE FUNCTION update_updated_at_column()
update_reservation_settings_updated_at	UPDATE	reservation_settings	BEFORE	EXECUTE FUNCTION update_updated_at_column()
trg_audit_reservation_update	UPDATE	reservations	AFTER	EXECUTE FUNCTION fn_audit_reservation_update()
trg_calculate_no_show_risk_update	UPDATE	reservations	BEFORE	EXECUTE FUNCTION fn_calculate_no_show_risk()
trg_calculate_risk_on_insert	INSERT	reservations	BEFORE	EXECUTE FUNCTION fn_calculate_no_show_risk()
trg_notify_marketing_on_reservation_change	UPDATE	reservations	AFTER	EXECUTE FUNCTION notify_marketing_on_reservation_change()
trg_reservations_updated_at	UPDATE	reservations	BEFORE	EXECUTE FUNCTION update_updated_at_column()
trg_update_customer_stats	UPDATE	reservations	AFTER	EXECUTE FUNCTION fn_update_customer_stats()
trg_validate_payment_status	INSERT	reservations	BEFORE	EXECUTE FUNCTION fn_validate_payment_status()
trg_validate_payment_status	UPDATE	reservations	BEFORE	EXECUTE FUNCTION fn_validate_payment_status()
trg_waitlist_on_cancel	UPDATE	reservations	AFTER	EXECUTE FUNCTION fn_trigger_waitlist_on_cancel()
trg_sync_shift_ticket_location	INSERT	shift_tickets	BEFORE	EXECUTE FUNCTION sync_shift_ticket_location()
trg_sync_shift_ticket_location	UPDATE	shift_tickets	BEFORE	EXECUTE FUNCTION sync_shift_ticket_location()
trg_signal_eval_shifts	DELETE	shifts	AFTER	EXECUTE FUNCTION notify_signal_evaluation()
trg_signal_eval_shifts	INSERT	shifts	AFTER	EXECUTE FUNCTION notify_signal_evaluation()
trg_signal_eval_shifts	UPDATE	shifts	AFTER	EXECUTE FUNCTION notify_signal_evaluation()
update_shifts_updated_at	UPDATE	shifts	BEFORE	EXECUTE FUNCTION update_updated_at_column()
trg_staff_members_updated_at	UPDATE	staff_members	BEFORE	EXECUTE FUNCTION update_updated_at_column()
trg_stock_lots_updated	UPDATE	stock_lots	BEFORE	EXECUTE FUNCTION update_updated_at_column()
trg_stock_transfers_updated_at	UPDATE	stock_transfers	BEFORE	EXECUTE FUNCTION update_updated_at_column()
trg_validate_transfer_status	INSERT	stock_transfers	BEFORE	EXECUTE FUNCTION validate_transfer_status()
trg_validate_transfer_status	UPDATE	stock_transfers	BEFORE	EXECUTE FUNCTION validate_transfer_status()
trg_prevent_table_group_overlap	INSERT	table_group_members	BEFORE	EXECUTE FUNCTION prevent_table_group_overlap()
trg_prevent_table_group_overlap	UPDATE	table_group_members	BEFORE	EXECUTE FUNCTION prevent_table_group_overlap()
trg_signal_eval_tgm	INSERT	table_group_members	AFTER	EXECUTE FUNCTION notify_signal_evaluation()
trg_signal_eval_tgm	DELETE	table_group_members	AFTER	EXECUTE FUNCTION notify_signal_evaluation()
trg_update_group_capacities	DELETE	table_group_members	AFTER	EXECUTE FUNCTION update_table_group_capacities()
trg_update_group_capacities	UPDATE	table_group_members	AFTER	EXECUTE FUNCTION update_table_group_capacities()
trg_update_group_capacities	INSERT	table_group_members	AFTER	EXECUTE FUNCTION update_table_group_capacities()
trg_validate_group_member_location	INSERT	table_group_members	BEFORE	EXECUTE FUNCTION validate_table_group_member_location()
trg_validate_group_member_location	UPDATE	table_group_members	BEFORE	EXECUTE FUNCTION validate_table_group_member_location()
trg_check_group_activation_overlap	UPDATE	table_groups	BEFORE	EXECUTE FUNCTION check_group_activation_overlap()
trg_signal_eval_table_groups	UPDATE	table_groups	AFTER	EXECUTE FUNCTION notify_signal_evaluation()
update_table_group_on_extra_seats_change	UPDATE	table_groups	BEFORE	EXECUTE FUNCTION update_table_group_capacities_on_extra_seats()
update_table_groups_updated_at	UPDATE	table_groups	BEFORE	EXECUTE FUNCTION update_updated_at_column()
trg_generate_display_label	INSERT	tables	BEFORE	EXECUTE FUNCTION generate_table_display_label()
trg_recalc_groups_on_table_change	UPDATE	tables	AFTER	EXECUTE FUNCTION recalc_groups_for_table()
trg_signal_eval_tables	DELETE	tables	AFTER	EXECUTE FUNCTION notify_signal_evaluation()
trg_signal_eval_tables	UPDATE	tables	AFTER	EXECUTE FUNCTION notify_signal_evaluation()
trg_signal_eval_tables	INSERT	tables	AFTER	EXECUTE FUNCTION notify_signal_evaluation()
trg_sync_table_location	UPDATE	tables	BEFORE	EXECUTE FUNCTION sync_table_location_id()
trg_sync_table_location	INSERT	tables	BEFORE	EXECUTE FUNCTION sync_table_location_id()
update_tables_updated_at	UPDATE	tables	BEFORE	EXECUTE FUNCTION update_updated_at_column()
trg_validate_temp_registratie_type	INSERT	temperatuur_registraties	BEFORE	EXECUTE FUNCTION validate_temp_registratie_type()
trg_validate_temp_registratie_type	UPDATE	temperatuur_registraties	BEFORE	EXECUTE FUNCTION validate_temp_registratie_type()
trg_validate_temperatuur	INSERT	temperatuur_registraties	BEFORE	EXECUTE FUNCTION validate_temperatuur()
trg_validate_temperatuur	UPDATE	temperatuur_registraties	BEFORE	EXECUTE FUNCTION validate_temperatuur()
trg_enforce_single_default_ticket	INSERT	tickets	BEFORE	EXECUTE FUNCTION enforce_single_default_ticket()
trg_enforce_single_default_ticket	UPDATE	tickets	BEFORE	EXECUTE FUNCTION enforce_single_default_ticket()
update_tickets_updated_at	UPDATE	tickets	BEFORE	EXECUTE FUNCTION update_updated_at_column()
trg_validate_voorraad_bewegingen	UPDATE	voorraad_bewegingen	BEFORE	EXECUTE FUNCTION validate_voorraad_bewegingen()
trg_validate_voorraad_bewegingen	INSERT	voorraad_bewegingen	BEFORE	EXECUTE FUNCTION validate_voorraad_bewegingen()
trg_validate_waitlist_entry	INSERT	waitlist_entries	BEFORE	EXECUTE FUNCTION validate_waitlist_entry()
trg_validate_waitlist_entry	UPDATE	waitlist_entries	BEFORE	EXECUTE FUNCTION validate_waitlist_entry()
trg_validate_waitlist_invite	INSERT	waitlist_invites	BEFORE	EXECUTE FUNCTION validate_waitlist_invite()
trg_validate_waitlist_invite	UPDATE	waitlist_invites	BEFORE	EXECUTE FUNCTION validate_waitlist_invite()
trg_validate_waitlist_settings	UPDATE	waitlist_settings	BEFORE	EXECUTE FUNCTION validate_waitlist_settings()
trg_validate_waitlist_settings	INSERT	waitlist_settings	BEFORE	EXECUTE FUNCTION validate_waitlist_settings()
trg_validate_waste_categorie	UPDATE	waste_registraties	BEFORE	EXECUTE FUNCTION validate_waste_categorie()
trg_validate_waste_categorie	INSERT	waste_registraties	BEFORE	EXECUTE FUNCTION validate_waste_categorie()
trg_waste_registratie	INSERT	waste_registraties	AFTER	EXECUTE FUNCTION process_waste_registratie()
trg_validate_widget_settings_slug	INSERT	widget_settings	BEFORE	EXECUTE FUNCTION validate_widget_settings_slug()
trg_validate_widget_settings_slug	UPDATE	widget_settings	BEFORE	EXECUTE FUNCTION validate_widget_settings_slug()
trg_validate_widget_settings_unavailable_text	INSERT	widget_settings	BEFORE	EXECUTE FUNCTION validate_widget_settings_unavailable_text()
trg_validate_widget_settings_unavailable_text	UPDATE	widget_settings	BEFORE	EXECUTE FUNCTION validate_widget_settings_unavailable_text()
trg_validate_widget_style	UPDATE	widget_settings	BEFORE	EXECUTE FUNCTION validate_widget_style()
trg_validate_widget_style	INSERT	widget_settings	BEFORE	EXECUTE FUNCTION validate_widget_style()
update_widget_settings_updated_at	UPDATE	widget_settings	BEFORE	EXECUTE FUNCTION update_updated_at_column()
